,X,Filing Date,Trade Date,Ticker,Insider Name,Title,Trade Type  ,Price,Qty,Owned,ΔOwn,Value,1d,1w,1m,6m
0,,,,,,,,,,,,,,,,
1,D,2021-05-17 17:28:14,2021-05-13,IFF,Herriott Simon,"Pres Health, Biosciences",S - Sale+OE,$138.47,"-1,332","1,515",-47%,"-$184,442",,,,
2,,2021-05-17 17:28:03,2021-05-14,IFF,Gordon Ilene S,Dir,P - Purchase,$140.39,"+1,000","1,255",+392%,"+$140,386",,,,
3,D,2020-04-17 18:00:05,2020-04-16,IFF,Mirzayantz Nicolas,Group Pres Fragrance,S - Sale+OE,$118.04,-156,"32,452",0%,"-$18,414",,,,
4,,2020-04-01 17:12:40,2020-03-30,IFF,Winder Investment Pte Ltd,10%,P - Purchase,$111.30,"+9,492","24,130,000",0%,"+$1,056,456",,,,
5,,2020-03-31 16:42:41,2020-03-27,IFF,Winder Investment Pte Ltd,10%,P - Purchase,$111.06,"+53,806","24,120,508",0%,"+$5,975,791",,,,
6,,2020-03-30 17:08:31,2020-03-26,IFF,Winder Investment Pte Ltd,10%,P - Purchase,$110.99,"+50,036","24,066,702",0%,"+$5,553,406",,,,
7,,2020-03-27 16:31:18,2020-03-25,IFF,Winder Investment Pte Ltd,10%,P - Purchase,$104.07,"+103,548","24,016,666",0%,"+$10,776,356",,,,
8,,2020-03-26 16:44:33,2020-03-24,IFF,Winder Investment Pte Ltd,10%,P - Purchase,$101.27,"+90,159","23,913,118",0%,"+$9,130,316",,,,
9,,2020-03-25 16:57:32,2020-03-23,IFF,Winder Investment Pte Ltd,10%,P - Purchase,$95.80,"+134,267","23,822,959",+1%,"+$12,862,241",,,,
10,,2020-03-24 16:52:44,2020-03-20,IFF,Winder Investment Pte Ltd,10%,P - Purchase,$103.56,"+86,313","23,688,692",0%,"+$8,938,873",,,,
11,,2020-03-23 16:59:55,2020-03-19,IFF,Winder Investment Pte Ltd,10%,P - Purchase,$107.68,"+85,713","23,602,379",0%,"+$9,229,301",,,,
12,,2020-03-20 16:29:07,2020-03-18,IFF,Winder Investment Pte Ltd,10%,P - Purchase,$103.65,"+116,502","23,516,666",0%,"+$12,075,189",,,,
13,,2020-03-19 16:26:19,2020-03-17,IFF,Winder Investment Pte Ltd,10%,P - Purchase,$107.47,"+106,678","23,400,164",0%,"+$11,465,065",,,,
14,D,2020-03-18 20:38:32,2020-03-16,IFF,Mirzayantz Nicolas,Group Pres Fragrance,S - Sale+OE,$100.33,-708,"29,711",-2%,"-$71,034",,,,
15,,2020-03-18 16:41:22,2020-03-16,IFF,Winder Investment Pte Ltd,10%,P - Purchase,$101.80,"+104,643","23,293,486",0%,"+$10,652,801",,,,
16,,2020-03-17 16:35:24,2020-03-13,IFF,Winder Investment Pte Ltd,10%,P - Purchase,$104.41,"+84,364","23,188,843",0%,"+$8,808,040",,,,
17,,2020-03-16 16:28:40,2020-03-12,IFF,Winder Investment Pte Ltd,10%,P - Purchase,$99.49,"+132,413","23,104,479",+1%,"+$13,173,843",,,,
18,,2020-03-13 17:03:15,2020-03-11,IFF,Winder Investment Pte Ltd,10%,P - Purchase,$112.43,"+141,744","22,972,066",+1%,"+$15,935,748",,,,
19,,2020-03-12 16:13:06,2020-03-10,IFF,Winder Investment Pte Ltd,10%,P - Purchase,$117.16,"+158,656","22,830,322",+1%,"+$18,588,689",,,,
20,,2020-03-11 17:09:29,2020-03-09,IFF,Winder Investment Pte Ltd,10%,P - Purchase,$114.14,"+184,900","22,671,666",+1%,"+$21,104,388",,,,
21,,2020-03-10 16:39:25,2020-03-06,IFF,Winder Investment Pte Ltd,10%,P - Purchase,$121.97,"+107,100","22,486,766",0%,"+$13,063,327",,,,
22,,2020-03-09 16:51:41,2020-03-05,IFF,Winder Investment Pte Ltd,10%,P - Purchase,$125.27,"+101,100","22,379,666",0%,"+$12,664,244",,,,
23,,2020-03-06 16:34:50,2020-03-04,IFF,Winder Investment Pte Ltd,10%,P - Purchase,$126.19,"+72,900","22,278,566",0%,"+$9,199,456",,,,
24,,2020-03-05 16:33:45,2020-03-03,IFF,Winder Investment Pte Ltd,10%,P - Purchase,$122.03,"+81,700","22,205,666",0%,"+$9,970,139",,,,
25,,2020-03-04 16:13:37,2020-03-02,IFF,Winder Investment Pte Ltd,10%,P - Purchase,$121.36,"+68,100","22,123,966",0%,"+$8,264,796",,,,
26,,2020-03-03 16:59:21,2020-02-28,IFF,Winder Investment Pte Ltd,10%,P - Purchase,$117.94,"+110,000","22,055,866",+1%,"+$12,973,482",,,,
27,,2020-03-02 16:32:21,2020-02-27,IFF,Winder Investment Pte Ltd,10%,P - Purchase,$124.04,"+105,300","21,945,866",0%,"+$13,061,066",,,,
28,,2020-02-28 16:26:16,2020-02-26,IFF,Winder Investment Pte Ltd,10%,P - Purchase,$124.41,"+102,700","21,840,566",0%,"+$12,777,352",,,,
29,,2020-02-27 16:33:53,2020-02-25,IFF,Winder Investment Pte Ltd,10%,P - Purchase,$125.00,"+134,500","21,737,866",+1%,"+$16,812,400",,,,
30,,2020-02-26 16:35:18,2020-02-24,IFF,Winder Investment Pte Ltd,10%,P - Purchase,$127.15,"+97,475","21,603,366",0%,"+$12,394,046",,,,
31,,2020-02-25 16:52:03,2020-02-21,IFF,Winder Investment Pte Ltd,10%,P - Purchase,$131.79,"+43,305","21,505,891",0%,"+$5,707,166",,,,
32,D,2020-02-19 17:17:44,2020-02-18,IFF,Mirzayantz Nicolas,Group Pres Fragrance,S - Sale+OE,$135.50,-831,"29,878",-3%,"-$112,601",,,,
33,,2020-02-11 16:40:58,2020-02-07,IFF,Winder Investment Pte Ltd,10%,P - Purchase,$139.93,"+45,920","21,462,586",0%,"+$6,425,586",,,,
34,,2020-02-06 17:05:25,2020-02-04,IFF,Winder Investment Pte Ltd,10%,P - Purchase,$139.10,"+78,429","21,416,666",0%,"+$10,909,628",,,,
35,,2020-02-05 17:04:35,2020-02-03,IFF,Winder Investment Pte Ltd,10%,P - Purchase,$134.65,"+96,007","21,338,237",0%,"+$12,927,667",,,,
36,,2020-02-04 16:28:01,2020-01-31,IFF,Winder Investment Pte Ltd,10%,P - Purchase,$130.75,"+126,609","21,242,230",+1%,"+$16,553,709",,,,
37,,2020-02-03 16:45:46,2020-01-30,IFF,Winder Investment Pte Ltd,10%,P - Purchase,$131.51,"+159,055","21,115,621",+1%,"+$20,917,135",,,,
38,,2020-01-31 16:55:08,2020-01-29,IFF,Winder Investment Pte Ltd,10%,P - Purchase,$135.70,"+73,295","20,956,566",0%,"+$9,945,888",,,,
39,,2020-01-30 16:54:28,2020-01-28,IFF,Winder Investment Pte Ltd,10%,P - Purchase,$134.99,"+66,605","20,883,271",0%,"+$8,991,102",,,,
40,,2020-01-29 16:50:01,2020-01-27,IFF,Winder Investment Pte Ltd,10%,P - Purchase,$134.50,"+110,433","20,816,666",+1%,"+$14,853,404",,,,
41,,2020-01-28 16:39:41,2020-01-24,IFF,Winder Investment Pte Ltd,10%,P - Purchase,$136.00,"+81,100","20,706,233",0%,"+$11,029,719",,,,
42,D,2020-01-17 17:28:02,2020-01-16,IFF,Mirzayantz Nicolas,Group Pres Fragrance,S - Sale+OE,$130.05,-979,"30,709",-3%,"-$127,319",,,,
43,,2020-01-03 16:37:31,2019-12-31,IFF,Winder Investment Pte Ltd,10%,P - Purchase,$128.38,"+68,000","20,625,133",0%,"+$8,729,840",,,,
44,,2020-01-02 17:16:41,2019-12-30,IFF,Winder Investment Pte Ltd,10%,P - Purchase,$127.27,"+65,000","20,557,133",0%,"+$8,272,210",,,,
45,,2019-12-31 16:40:20,2019-12-27,IFF,Winder Investment Pte Ltd,10%,P - Purchase,$127.67,"+98,076","20,492,133",0%,"+$12,521,363",,,,
46,,2019-12-30 16:33:24,2019-12-26,IFF,Winder Investment Pte Ltd,10%,P - Purchase,$125.72,"+94,057","20,394,057",0%,"+$11,824,667",,,,
47,D,2019-12-17 18:15:13,2019-12-16,IFF,Mirzayantz Nicolas,Group Pres Fragrance,S - Sale+OE,$125.70,-924,"31,688",-3%,"-$116,147",,,,
48,D,2019-11-19 17:17:28,2019-11-18,IFF,Mirzayantz Nicolas,Group Pres Fragrance,S - Sale+OE,$133.26,-924,"32,612",-3%,"-$123,132",,,,
49,D,2019-10-17 17:27:03,2019-10-16,IFF,Mirzayantz Nicolas,Group Pres Fragrance,S - Sale+OE,$118.96,-929,"33,536",-3%,"-$110,514",,,,
50,D,2019-09-17 17:24:06,2019-09-16,IFF,Mirzayantz Nicolas,Group Pres Fragrance,S - Sale+OE,$126.26,-928,"34,465",-3%,"-$117,169",,,,
51,D,2019-07-17 17:59:28,2019-07-16,IFF,Mirzayantz Nicolas,Group Pres Fragrance,S - Sale+OE,$144.69,-928,"36,322",-2%,"-$134,272",,,,
52,D,2019-06-18 16:24:05,2019-06-17,IFF,Mirzayantz Nicolas,Group Pres Fragrance,S - Sale+OE,$148.79,-972,"37,250",-3%,"-$144,624",,,,
53,D,2019-06-07 16:22:01,2019-06-06,IFF,Mirzayantz Nicolas,Group Pres Fragrance,S - Sale+OE,$147.00,"-2,636","38,222",-6%,"-$387,492",,,,
54,D,2019-06-06 16:26:16,2019-06-04,IFF,Mirzayantz Nicolas,Group Pres Fragrance,S - Sale+OE,$142.00,"-2,500","40,858",-6%,"-$355,000",,,,
55,D,2019-05-17 16:38:24,2019-05-16,IFF,Mirzayantz Nicolas,Group Pres Fragrance,S - Sale+OE,$136.73,"-3,472","43,358",-7%,"-$474,741",,,,
56,,2019-02-25 17:30:33,2019-02-21,IFF,Winder Investment Pte Ltd,10%,P - Purchase,$128.74,"+29,642","20,300,000",0%,"+$3,816,188",,,,
57,,2019-02-22 16:45:59,2019-02-20,IFF,Winder Investment Pte Ltd,10%,P - Purchase,$130.60,"+40,000","20,270,358",0%,"+$5,223,863",,,,
58,,2019-02-21 16:53:31,2019-02-19,IFF,Winder Investment Pte Ltd,10%,P - Purchase,$129.04,"+50,000","20,230,358",0%,"+$6,451,797",,,,
59,,2019-02-20 16:39:09,2019-02-15,IFF,Winder Investment Pte Ltd,10%,P - Purchase,$134.01,"+114,000","20,180,358",+1%,"+$15,276,828",,,,
60,,2019-02-19 16:56:42,2019-02-14,IFF,Winder Investment Pte Ltd,10%,P - Purchase,$132.28,"+85,946","20,066,358",0%,"+$11,368,925",,,,
61,,2019-01-22 17:16:28,2019-01-17,IFF,Winder Investment Pte Ltd,10%,P - Purchase,$134.83,"+14,054","19,980,412",0%,"+$1,894,933",,,,
